file_name_list,audio_features,lexical_features,Activation_Mean,Activation_SD,Valence_Mean,Valence_SD,Activation_Annotation,Valence_Annotation,C_Activation_Mean,C_Activation_SD,C_Valence_Mean,C_Valence_SD,C_Activation_Annotation,C_Valence_Annotation,S_Activation,S_Valence
02_DR-100_0070_7_sentence_2,../muse_features/muse_audio_features\02_DR-100_0070_7_sentence_2.npy,../muse_features/muse_lexical_features\02_DR-100_0070_7.npy,3.625,2.06587927,5.125,0.99103121,5;3;3;1;3;3;8;3,6;5;5;5;5;6;3;6,3.25,1.66904592,5.5,0.75592895,2;4;2;3;1;3;6;5,5;6;5;7;5;5;5;6,7,5
02_DR-100_0070_7_sentence_3,../muse_features/muse_audio_features\02_DR-100_0070_7_sentence_3.npy,../muse_features/muse_lexical_features\02_DR-100_0070_7.npy,3.125,1.12599163,5.75,0.88640526,3;4;2;2;3;4;5;2,7;5;6;7;5;6;5;5,3,1.69030851,5.875,0.83452296,2;3;2;2;1;3;6;5,7;5;5;7;6;6;5;6,7,5
02_DR-100_0070_7_sentence_4,../muse_features/muse_audio_features\02_DR-100_0070_7_sentence_4.npy,../muse_features/muse_lexical_features\02_DR-100_0070_7.npy,2.375,1.68501802,6.125,0.83452296,3;3;2;6;1;1;1;2,7;6;7;7;6;5;5;6,3.625,1.76776695,6.25,0.70710678,2;5;3;2;2;3;6;6,6;7;6;6;7;5;6;7,7,5
02_DR-100_0070_7_sentence_5,../muse_features/muse_audio_features\02_DR-100_0070_7_sentence_5.npy,../muse_features/muse_lexical_features\02_DR-100_0070_7.npy,2.5,1.30930734,5.5,0.75592895,1;4;4;4;2;1;2;2,5;6;6;6;5;4;6;6,3.5,1.8516402,6.125,0.99103121,2;6;2;2;2;3;6;5,7;7;6;7;6;4;6;6,7,5
02_DR-100_0070_7_sentence_6,../muse_features/muse_audio_features\02_DR-100_0070_7_sentence_6.npy,../muse_features/muse_lexical_features\02_DR-100_0070_7.npy,2.75,1.03509834,3.5,1.06904497,2;3;4;1;4;3;3;2,5;2;3;5;4;3;3;3,3.5,1.60356745,4.125,1.24642345,2;5;3;2;2;3;5;6,4;6;3;6;3;4;4;3,7,5
02_DR-100_0070_7_sentence_7,../muse_features/muse_audio_features\02_DR-100_0070_7_sentence_7.npy,../muse_features/muse_lexical_features\02_DR-100_0070_7.npy,2.625,1.06066017,3.875,1.64208056,2;2;5;3;2;3;2;2,6;1;4;4;3;4;3;6,3.375,1.59798981,3.75,1.48804762,3;4;3;2;1;3;5;6,2;4;3;7;4;3;4;3,7,5
02_DR-100_0070_7_sentence_8,../muse_features/muse_audio_features\02_DR-100_0070_7_sentence_8.npy,../muse_features/muse_lexical_features\02_DR-100_0070_7.npy,4.22222222,1.71593836,4.55555556,1.94365063,5;4;4;3;5;2;4;3;8,3;6;7;6;3;7;4;2;3,3.25,1.58113883,3.875,0.99103121,2;5;3;2;1;3;5;5,4;4;3;6;3;4;4;3,7,5
02_DR-100_0070_7_sentence_9,../muse_features/muse_audio_features\02_DR-100_0070_7_sentence_9.npy,../muse_features/muse_lexical_features\02_DR-100_0070_7.npy,3,1.92724822,3.75,1.16496475,2;2;1;2;6;3;2;6,3;3;5;3;6;4;3;3,3.25,1.28173989,4,1.06904497,2;4;3;2;2;3;5;5,5;3;4;6;3;4;4;3,7,5
02_DR-100_0070_9_sentence_1,../muse_features/muse_audio_features\02_DR-100_0070_9_sentence_1.npy,../muse_features/muse_lexical_features\02_DR-100_0070_9.npy,2,1,5.22222222,0.83333333,2;4;2;3;2;1;1;1;2,4;6;6;4;6;5;5;6;5,2.875,1.80772153,5,0.75592895,5;5;2;5;2;1;1;2,5;5;6;4;5;5;6;4,7,4
02_DR-100_0070_9_sentence_10,../muse_features/muse_audio_features\02_DR-100_0070_9_sentence_10.npy,../muse_features/muse_lexical_features\02_DR-100_0070_9.npy,2.75,1.28173989,6,0.53452248,5;3;4;2;2;3;1;2,6;6;7;6;6;5;6;6,2.875,1.88509189,6.625,0.74402381,5;6;2;4;2;1;1;2,7;6;7;7;8;6;6;6,7,4
02_DR-100_0070_9_sentence_2,../muse_features/muse_audio_features\02_DR-100_0070_9_sentence_2.npy,../muse_features/muse_lexical_features\02_DR-100_0070_9.npy,3.77777778,1.20185043,5.55555556,0.72648316,2;4;3;4;5;3;4;6;3,6;6;4;6;5;5;6;6;6,3.5,1.69030851,5.25,1.16496475,5;6;3;5;3;1;2;3,6;5;7;4;4;6;6;4,7,4
02_DR-100_0070_9_sentence_3,../muse_features/muse_audio_features\02_DR-100_0070_9_sentence_3.npy,../muse_features/muse_lexical_features\02_DR-100_0070_9.npy,3.875,1.12599163,6.25,1.16496475,4;2;3;5;3;4;5;5,7;6;7;4;5;7;7;7,3.25,1.83225076,5.875,0.99103121,5;6;2;5;3;1;2;2,7;5;6;4;7;6;6;6,7,4
02_DR-100_0070_9_sentence_4,../muse_features/muse_audio_features\02_DR-100_0070_9_sentence_4.npy,../muse_features/muse_lexical_features\02_DR-100_0070_9.npy,2.875,1.12599163,6.125,0.64086994,2;3;2;5;2;4;3;2,6;5;6;7;6;6;7;6,3.375,1.76776695,6.75,0.70710678,5;6;2;5;3;2;1;3,7;7;7;6;8;6;6;7,7,4
02_DR-100_0070_9_sentence_5,../muse_features/muse_audio_features\02_DR-100_0070_9_sentence_5.npy,../muse_features/muse_lexical_features\02_DR-100_0070_9.npy,3.5,1.77281052,5.25,1.03509834,2;5;5;3;1;6;4;2,6;4;4;6;6;6;6;4,3,2,4.5,1.30930734,5;6;2;5;2;1;1;2,4;5;6;4;2;5;6;4,7,4
02_DR-100_0070_9_sentence_6,../muse_features/muse_audio_features\02_DR-100_0070_9_sentence_6.npy,../muse_features/muse_lexical_features\02_DR-100_0070_9.npy,2.625,1.40788595,5.75,1.03509834,1;5;2;4;3;3;1;2,8;5;6;5;5;5;6;6,2.875,1.80772153,5.875,1.24642345,5;5;2;5;2;1;1;2,5;5;7;6;8;4;6;6,7,4
02_DR-100_0070_9_sentence_7,../muse_features/muse_audio_features\02_DR-100_0070_9_sentence_7.npy,../muse_features/muse_lexical_features\02_DR-100_0070_9.npy,2.88888889,1.76383421,6,1.41421356,1;6;4;3;2;5;2;1;2,8;3;6;7;6;7;6;5;6,3.125,1.95940953,6.625,0.74402381,5;6;2;5;2;1;1;3,7;6;6;7;8;6;6;7,7,4
02_DR-100_0070_9_sentence_8,../muse_features/muse_audio_features\02_DR-100_0070_9_sentence_8.npy,../muse_features/muse_lexical_features\02_DR-100_0070_9.npy,2.75,1.38873015,5.375,0.74402381,2;3;5;4;1;1;3;3,6;5;5;6;5;6;6;4,3.125,1.95940953,5.875,0.64086994,5;6;2;5;2;1;1;3,6;5;6;7;6;5;6;6,7,4
02_DR-100_0070_9_sentence_9,../muse_features/muse_audio_features\02_DR-100_0070_9_sentence_9.npy,../muse_features/muse_lexical_features\02_DR-100_0070_9.npy,3.375,0.91612538,6.5,0.53452248,2;4;3;4;5;3;3;3,7;7;6;7;6;6;7;6,2.875,1.55264751,7,1.06904497,5;5;2;4;2;2;1;2,7;6;7;7;9;6;6;8,7,4
03_DR-100_0071_1_sentence_1,../muse_features/muse_audio_features\03_DR-100_0071_1_sentence_1.npy,../muse_features/muse_lexical_features\03_DR-100_0071_1.npy,4.5,1.77281052,6.5,0.9258201,6;2;2;5;5;4;5;7,8;7;6;7;7;6;5;6,4.75,1.83225076,5,2.07019668,8;6;6;3;3;3;5;4,1;7;7;5;6;6;5;3,4,5
03_DR-100_0071_1_sentence_10,../muse_features/muse_audio_features\03_DR-100_0071_1_sentence_10.npy,../muse_features/muse_lexical_features\03_DR-100_0071_1.npy,4.75,1.98206242,5.5,1.69030851,5;5;6;7;2;4;2;7,4;3;7;8;4;6;6;6,6.25,1.66904592,5.875,2.74837614,9;8;7;5;6;4;6;5,2;8;7;4;8;8;8;2,4,5
03_DR-100_0071_1_sentence_2,../muse_features/muse_audio_features\03_DR-100_0071_1_sentence_2.npy,../muse_features/muse_lexical_features\03_DR-100_0071_1.npy,4.11111111,1.26929552,4.77777778,2.72845092,5;2;4;3;6;5;3;5;4,6;3;1;6;9;1;6;7;4,5.5,2,5.625,2.44584195,9;7;7;4;5;3;5;4,1;7;8;5;7;7;7;3,4,5
03_DR-100_0071_1_sentence_3,../muse_features/muse_audio_features\03_DR-100_0071_1_sentence_3.npy,../muse_features/muse_lexical_features\03_DR-100_0071_1.npy,4.75,1.66904592,6.375,1.59798981,5;2;3;6;5;6;7;4,7;5;7;7;7;7;8;3,5.75,1.75254916,5.625,2.92464894,9;7;7;4;5;4;5;5,1;8;9;4;7;7;7;2,4,5
03_DR-100_0071_1_sentence_4,../muse_features/muse_audio_features\03_DR-100_0071_1_sentence_4.npy,../muse_features/muse_lexical_features\03_DR-100_0071_1.npy,4,2.20389266,6.5,0.75592895,3;8;3;3;3;2;7;3,7;8;6;6;6;6;7;6,5.75,1.75254916,5.875,3.09088522,9;7;7;4;5;4;5;5,1;8;9;4;8;7;8;2,4,5
03_DR-100_0071_1_sentence_5,../muse_features/muse_audio_features\03_DR-100_0071_1_sentence_5.npy,../muse_features/muse_lexical_features\03_DR-100_0071_1.npy,4.125,2.10017006,6.125,1.64208056,6;5;3;2;6;2;2;7,8;3;5;7;8;6;6;6,5.875,2.0310096,5.875,2.79987245,9;7;7;5;5;2;6;6,2;8;9;4;8;7;7;2,4,5
03_DR-100_0071_1_sentence_6,../muse_features/muse_audio_features\03_DR-100_0071_1_sentence_6.npy,../muse_features/muse_lexical_features\03_DR-100_0071_1.npy,5.25,2.81577191,5.125,2.58774585,8;7;8;4;1;3;3;8,9;3;6;3;6;7;6;1,5.625,2.06587927,5.75,2.76457178,9;7;7;5;5;2;5;5,2;8;9;4;8;6;7;2,4,5
03_DR-100_0071_1_sentence_7,../muse_features/muse_audio_features\03_DR-100_0071_1_sentence_7.npy,../muse_features/muse_lexical_features\03_DR-100_0071_1.npy,4.25,2.12132034,6.125,1.80772153,7;3;2;6;2;4;3;7,6;7;6;9;4;4;5;8,5.375,1.99553072,5.75,2.76457178,9;6;7;5;3;3;5;5,2;8;9;4;8;6;7;2,4,5
03_DR-100_0071_1_sentence_8,../muse_features/muse_audio_features\03_DR-100_0071_1_sentence_8.npy,../muse_features/muse_lexical_features\03_DR-100_0071_1.npy,4.875,2.53193884,3.875,2.23207143,6;1;2;7;6;3;6;8,1;5;3;3;7;7;2;3,6.125,1.55264751,5.5,2.7774603,9;7;7;4;6;5;5;6,1;8;8;4;7;7;7;2,4,5
03_DR-100_0071_1_sentence_9,../muse_features/muse_audio_features\03_DR-100_0071_1_sentence_9.npy,../muse_features/muse_lexical_features\03_DR-100_0071_1.npy,6.25,1.98206242,3.625,1.76776695,9;3;8;5;6;5;6;8,6;6;1;4;3;3;2;4,5.875,2.0310096,5.125,2.53193884,9;7;7;5;6;2;6;5,1;8;7;4;6;6;7;2,4,5
03_DR-100_0071_3_sentence_1,../muse_features/muse_audio_features\03_DR-100_0071_3_sentence_1.npy,../muse_features/muse_lexical_features\03_DR-100_0071_3.npy,5.125,1.95940953,6,2.56347978,6;5;3;3;4;5;6;9,8;6;4;6;6;8;9;1,3.375,1.40788595,5.625,1.99553072,3;3;2;2;5;5;2;5,7;9;5;4;3;4;6;7,6,4
03_DR-100_0071_3_sentence_10,../muse_features/muse_audio_features\03_DR-100_0071_3_sentence_10.npy,../muse_features/muse_lexical_features\03_DR-100_0071_3.npy,5.25,1.38873015,4,0.9258201,6;6;6;6;7;4;3;4,4;4;4;3;3;4;6;4,4.75,2.05287255,3.75,0.70710678,7;3;3;2;5;5;5;8,5;4;3;4;3;4;4;3,6,4
03_DR-100_0071_3_sentence_11,../muse_features/muse_audio_features\03_DR-100_0071_3_sentence_11.npy,../muse_features/muse_lexical_features\03_DR-100_0071_3.npy,4.5,1.77281052,3.875,1.35620268,4;4;2;5;3;5;8;5,6;4;6;3;3;3;3;3,5.25,1.98206242,3.25,1.03509834,7;8;3;2;5;6;5;6,4;1;4;4;3;3;4;3,6,4
03_DR-100_0071_3_sentence_12,../muse_features/muse_audio_features\03_DR-100_0071_3_sentence_12.npy,../muse_features/muse_lexical_features\03_DR-100_0071_3.npy,4.25,2.05287255,3.875,2.0310096,2;2;5;3;7;5;3;7,6;6;4;2;4;2;6;1,5.5,2.07019668,4.5,1.92724822,8;7;4;2;5;7;4;7,7;3;4;4;6;2;3;7,6,4
03_DR-100_0071_3_sentence_13,../muse_features/muse_audio_features\03_DR-100_0071_3_sentence_13.npy,../muse_features/muse_lexical_features\03_DR-100_0071_3.npy,5.125,2.64237447,3.25,1.38873015,3;2;8;8;8;3;6;3,3;6;2;4;3;4;2;2,4.875,1.7268882,3.125,0.99103121,7;6;3;2;5;6;4;6,4;1;3;4;3;3;4;3,6,4
03_DR-100_0071_3_sentence_2,../muse_features/muse_audio_features\03_DR-100_0071_3_sentence_2.npy,../muse_features/muse_lexical_features\03_DR-100_0071_3.npy,4.5,1.19522861,3.625,1.18773494,5;2;5;5;6;4;5;4,2;6;4;3;4;3;3;4,4,1.69030851,4.125,1.80772153,5;3;2;2;5;6;3;6,7;7;3;3;3;3;4;3,6,4
03_DR-100_0071_3_sentence_3,../muse_features/muse_audio_features\03_DR-100_0071_3_sentence_3.npy,../muse_features/muse_lexical_features\03_DR-100_0071_3.npy,4.125,2.0310096,6,2.44948974,8;2;3;5;5;2;3;5,1;7;6;7;7;4;9;7,5,1.77281052,5.375,2.44584195,6;6;3;3;5;7;3;7,8;9;3;3;3;4;7;6,6,4
03_DR-100_0071_3_sentence_4,../muse_features/muse_audio_features\03_DR-100_0071_3_sentence_4.npy,../muse_features/muse_lexical_features\03_DR-100_0071_3.npy,5.25,2.12132034,2.625,1.59798981,6;8;5;5;5;3;8;2,2;2;1;3;3;6;1;3,5.375,1.92260983,3.375,1.68501802,7;7;4;2;5;7;4;7,4;3;2;4;2;2;7;3,6,4
03_DR-100_0071_3_sentence_5,../muse_features/muse_audio_features\03_DR-100_0071_3_sentence_5.npy,../muse_features/muse_lexical_features\03_DR-100_0071_3.npy,4,1.69030851,5.125,1.12599163,5;5;2;5;5;2;2;6,6;7;5;4;6;4;4;5,4.625,1.99553072,5.875,2.29518129,7;4;2;2;6;5;4;7,7;9;6;4;3;3;7;8,6,4
03_DR-100_0071_3_sentence_6,../muse_features/muse_audio_features\03_DR-100_0071_3_sentence_6.npy,../muse_features/muse_lexical_features\03_DR-100_0071_3.npy,4.375,1.40788595,4.75,1.83225076,4;4;5;6;5;3;2;6,6;6;2;2;4;6;6;6,5.25,1.98206242,6.125,2.23207143,6;8;3;2;6;5;5;7,8;9;6;4;3;4;7;8,6,4
03_DR-100_0071_3_sentence_7,../muse_features/muse_audio_features\03_DR-100_0071_3_sentence_7.npy,../muse_features/muse_lexical_features\03_DR-100_0071_3.npy,4,1.8516402,6.125,0.64086994,3;5;4;6;7;3;2;2,6;6;7;5;6;7;6;6,4.75,1.83225076,6.75,1.48804762,5;7;2;2;6;5;5;6,7;9;6;4;7;6;7;8,6,4
03_DR-100_0071_3_sentence_8,../muse_features/muse_audio_features\03_DR-100_0071_3_sentence_8.npy,../muse_features/muse_lexical_features\03_DR-100_0071_3.npy,4.25,2.71240536,4.125,1.55264751,7;2;8;4;7;2;1;3,4;6;2;4;2;6;5;4,5,1.77281052,6.125,1.88509189,7;7;3;2;5;5;5;6,7;9;6;4;3;6;7;7,6,4
03_DR-100_0071_3_sentence_9,../muse_features/muse_audio_features\03_DR-100_0071_3_sentence_9.npy,../muse_features/muse_lexical_features\03_DR-100_0071_3.npy,4,1.69030851,3.625,1.76776695,5;2;2;4;3;5;4;7,3;4;6;4;6;1;2;3,5.75,2.31455025,2.875,0.99103121,8;8;3;2;6;6;5;8,4;1;3;4;2;3;3;3,6,4
03_DR-100_0071_5_sentence_1,../muse_features/muse_audio_features\03_DR-100_0071_5_sentence_1.npy,../muse_features/muse_lexical_features\03_DR-100_0071_5.npy,4.25,1.28173989,3.25,0.88640526,6;5;5;4;5;4;2;3,2;3;4;3;5;3;3;3,5.125,0.99103121,3.75,1.28173989,5;6;3;6;5;6;5;5,2;3;4;3;5;4;6;3,3,5
03_DR-100_0071_5_sentence_10,../muse_features/muse_audio_features\03_DR-100_0071_5_sentence_10.npy,../muse_features/muse_lexical_features\03_DR-100_0071_5.npy,3.75,1.66904592,4.125,1.55264751,2;3;5;5;1;4;6;4,4;4;4;2;6;2;6;5,4.75,1.28173989,3.75,0.70710678,4;6;3;6;5;6;5;3,4;4;3;3;4;3;5;4,3,5
03_DR-100_0071_5_sentence_11,../muse_features/muse_audio_features\03_DR-100_0071_5_sentence_11.npy,../muse_features/muse_lexical_features\03_DR-100_0071_5.npy,4.75,2.25198325,3.875,1.35620268,3;3;7;3;8;6;6;2,3;5;3;6;2;3;5;4,4.875,1.24642345,3.5,1.30930734,5;6;3;5;6;6;5;3,4;3;2;3;4;2;6;4,3,5
03_DR-100_0071_5_sentence_2,../muse_features/muse_audio_features\03_DR-100_0071_5_sentence_2.npy,../muse_features/muse_lexical_features\03_DR-100_0071_5.npy,5.125,2.16712449,4.5,1.77281052,3;4;8;7;4;2;6;7,6;6;4;3;3;7;2;5,5.25,1.48804762,4.75,0.70710678,7;5;3;6;6;6;6;3,4;5;5;4;5;6;5;4,3,5
03_DR-100_0071_5_sentence_3,../muse_features/muse_audio_features\03_DR-100_0071_5_sentence_3.npy,../muse_features/muse_lexical_features\03_DR-100_0071_5.npy,4.75,2.18762755,5.125,2.29518129,3;5;3;6;9;5;2;5,6;6;6;7;1;6;7;2,5.125,1.35620268,4.375,0.91612538,6;5;3;6;6;6;6;3,3;5;6;4;4;4;4;5,3,5
03_DR-100_0071_5_sentence_4,../muse_features/muse_audio_features\03_DR-100_0071_5_sentence_4.npy,../muse_features/muse_lexical_features\03_DR-100_0071_5.npy,6,1.60356745,3.375,1.76776695,9;5;7;7;6;5;5;4,1;2;3;3;6;6;3;3,5.5,1.19522861,3.375,0.91612538,7;5;3;6;6;6;6;5,2;4;3;3;4;3;5;3,3,5
03_DR-100_0071_5_sentence_5,../muse_features/muse_audio_features\03_DR-100_0071_5_sentence_5.npy,../muse_features/muse_lexical_features\03_DR-100_0071_5.npy,5.44444444,2.18581284,4.11111111,1.53659074,2;6;8;6;8;6;2;5;6,6;4;4;7;3;2;3;4;4,5.25,1.38873015,3.875,0.83452296,6;6;3;6;6;6;6;3,3;4;4;3;5;3;5;4,3,5
03_DR-100_0071_5_sentence_6,../muse_features/muse_audio_features\03_DR-100_0071_5_sentence_6.npy,../muse_features/muse_lexical_features\03_DR-100_0071_5.npy,4.125,1.55264751,4.375,1.68501802,3;2;6;6;5;3;3;5,5;4;7;3;2;6;5;3,5.25,1.16496475,3.5,0.75592895,5;6;3;6;6;6;6;4,3;4;3;3;4;3;5;3,3,5
03_DR-100_0071_5_sentence_7,../muse_features/muse_audio_features\03_DR-100_0071_5_sentence_7.npy,../muse_features/muse_lexical_features\03_DR-100_0071_5.npy,5.875,2.35660167,2.625,1.06066017,9;2;5;8;5;8;4;6,1;4;3;2;2;2;4;3,5.375,1.06066017,3.25,0.88640526,6;6;3;5;6;6;6;5,2;3;3;3;4;3;5;3,3,5
03_DR-100_0071_5_sentence_8,../muse_features/muse_audio_features\03_DR-100_0071_5_sentence_8.npy,../muse_features/muse_lexical_features\03_DR-100_0071_5.npy,5.375,1.84681192,6.375,0.91612538,7;7;6;6;7;2;4;4,7;8;6;6;7;6;5;6,5,1.60356745,5.375,0.74402381,5;6;2;6;6;6;6;3,4;6;5;6;5;6;5;6,3,5
03_DR-100_0071_5_sentence_9,../muse_features/muse_audio_features\03_DR-100_0071_5_sentence_9.npy,../muse_features/muse_lexical_features\03_DR-100_0071_5.npy,4.25,1.38873015,3.5,1.60356745,5;3;5;2;5;5;6;3,3;1;3;4;5;2;6;4,5,1.30930734,3.625,0.74402381,5;5;3;6;6;6;6;3,3;3;3;4;4;3;5;4,3,5
03_DR-100_0071_7_sentence_1,../muse_features/muse_audio_features\03_DR-100_0071_7_sentence_1.npy,../muse_features/muse_lexical_features\03_DR-100_0071_7.npy,5,1.77281052,5.875,0.83452296,6;3;6;2;6;6;4;7,7;6;6;6;6;4;6;6,4.5,2,6.125,1.7268882,3;3;7;6;5;3;7;2,7;7;8;4;3;6;7;7,3,5
03_DR-100_0071_7_sentence_10,../muse_features/muse_audio_features\03_DR-100_0071_7_sentence_10.npy,../muse_features/muse_lexical_features\03_DR-100_0071_7.npy,4.625,1.92260983,6.125,1.7268882,4;6;6;7;4;2;6;2,7;3;7;8;4;7;7;6,4.75,2.05287255,7.125,0.99103121,4;3;7;7;5;3;7;2,7;7;9;8;7;6;7;6,3,5
03_DR-100_0071_7_sentence_11,../muse_features/muse_audio_features\03_DR-100_0071_7_sentence_11.npy,../muse_features/muse_lexical_features\03_DR-100_0071_7.npy,3.75,1.98206242,6,0.75592895,3;3;2;5;3;2;4;8,6;5;6;6;7;6;7;5,4.375,1.84681192,6.875,0.99103121,3;3;7;6;5;3;6;2,6;7;9;7;7;6;7;6,3,5
03_DR-100_0071_7_sentence_12,../muse_features/muse_audio_features\03_DR-100_0071_7_sentence_12.npy,../muse_features/muse_lexical_features\03_DR-100_0071_7.npy,5.55555556,1.94365063,4.66666667,2.5,2;3;6;6;7;7;5;6;8,6;6;7;2;4;2;6;8;1,4.625,2.06587927,7,1.06904497,4;3;7;8;5;3;5;2,7;7;9;7;6;6;8;6,3,5
03_DR-100_0071_7_sentence_2,../muse_features/muse_audio_features\03_DR-100_0071_7_sentence_2.npy,../muse_features/muse_lexical_features\03_DR-100_0071_7.npy,5,2.32992949,5,1.06904497,2;4;4;7;2;6;7;8,5;5;5;3;7;5;5;5,4.625,1.59798981,5,1.06904497,3;4;7;6;5;3;6;3,5;5;6;4;3;6;5;6,3,5
03_DR-100_0071_7_sentence_3,../muse_features/muse_audio_features\03_DR-100_0071_7_sentence_3.npy,../muse_features/muse_lexical_features\03_DR-100_0071_7.npy,5.875,1.64208056,6.375,1.99553072,4;4;5;5;6;7;8;8,7;3;8;4;9;7;7;6,4.75,1.38873015,6.375,1.68501802,5;3;7;6;5;3;5;4,7;6;9;3;7;6;7;6,3,5
03_DR-100_0071_7_sentence_4,../muse_features/muse_audio_features\03_DR-100_0071_7_sentence_4.npy,../muse_features/muse_lexical_features\03_DR-100_0071_7.npy,4.375,2.06587927,6.125,1.80772153,7;6;2;4;7;4;3;2,8;3;6;7;8;4;6;7,4.875,1.55264751,6.875,1.12599163,4;3;6;7;6;3;6;4,6;6;9;7;8;6;7;6,3,5
03_DR-100_0071_7_sentence_5,../muse_features/muse_audio_features\03_DR-100_0071_7_sentence_5.npy,../muse_features/muse_lexical_features\03_DR-100_0071_7.npy,4.125,2.16712449,6.125,1.45773797,3;3;2;4;3;8;7;3,6;6;6;6;3;7;8;7,4.25,1.66904592,7.125,0.99103121,4;3;6;7;5;3;4;2,7;7;9;8;7;6;7;6,3,5
03_DR-100_0071_7_sentence_6,../muse_features/muse_audio_features\03_DR-100_0071_7_sentence_6.npy,../muse_features/muse_lexical_features\03_DR-100_0071_7.npy,6.25,1.98206242,4.625,1.99553072,7;8;5;7;7;2;6;8,3;1;6;6;4;6;7;4,3.875,1.88509189,6,1.06904497,2;3;6;6;5;3;5;1,6;6;8;7;5;6;5;5,3,5
03_DR-100_0071_7_sentence_7,../muse_features/muse_audio_features\03_DR-100_0071_7_sentence_7.npy,../muse_features/muse_lexical_features\03_DR-100_0071_7.npy,4.375,2.77424378,4.375,1.76776695,7;4;2;1;4;2;9;6,3;6;4;6;5;6;1;4,4.5,1.51185789,4.625,1.40788595,4;3;7;6;5;3;5;3,4;5;5;7;3;6;3;4,3,5
03_DR-100_0071_7_sentence_8,../muse_features/muse_audio_features\03_DR-100_0071_7_sentence_8.npy,../muse_features/muse_lexical_features\03_DR-100_0071_7.npy,5,2.26778684,6.625,0.74402381,2;7;3;6;6;2;7;7,6;7;6;7;7;6;6;8,4.5,1.92724822,6.25,1.66904592,3;3;6;7;6;3;6;2,4;5;9;8;6;6;7;5,3,5
03_DR-100_0071_7_sentence_9,../muse_features/muse_audio_features\03_DR-100_0071_7_sentence_9.npy,../muse_features/muse_lexical_features\03_DR-100_0071_7.npy,5.625,1.92260983,5.375,1.68501802,8;6;3;8;5;3;6;6,7;6;2;5;4;7;6;6,5,2.07019668,6.5,1.77281052,6;3;7;7;5;3;7;2,7;6;9;8;3;6;7;6,3,5
03_DR-100_0071_9_sentence_1,../muse_features/muse_audio_features\03_DR-100_0071_9_sentence_1.npy,../muse_features/muse_lexical_features\03_DR-100_0071_9.npy,6,1.8516402,4.25,2.18762755,4;5;8;4;6;5;9;7,7;1;5;5;4;6;1;5,4,1.19522861,5.125,1.12599163,3;5;3;6;5;3;4;3,5;5;4;3;6;6;6;6,3,4
03_DR-100_0071_9_sentence_10,../muse_features/muse_audio_features\03_DR-100_0071_9_sentence_10.npy,../muse_features/muse_lexical_features\03_DR-100_0071_9.npy,5.125,2.23207143,3.625,1.92260983,5;8;4;4;9;3;3;5,6;2;5;3;1;6;2;4,4.75,1.66904592,3.25,1.48804762,2;6;5;6;5;3;4;7,4;3;2;3;3;6;4;1,3,4
03_DR-100_0071_9_sentence_11,../muse_features/muse_audio_features\03_DR-100_0071_9_sentence_11.npy,../muse_features/muse_lexical_features\03_DR-100_0071_9.npy,4,2.44948974,4.625,1.50594062,1;5;2;8;3;3;3;7,4;3;6;3;4;6;4;7,4.75,1.28173989,4.375,1.68501802,5;5;5;5;5;3;3;7,4;5;2;3;3;6;5;7,3,4
03_DR-100_0071_9_sentence_2,../muse_features/muse_audio_features\03_DR-100_0071_9_sentence_2.npy,../muse_features/muse_lexical_features\03_DR-100_0071_9.npy,5.25,1.98206242,2.75,1.03509834,8;5;7;3;2;6;5;6,3;2;2;1;3;4;4;3,5,1.30930734,3.625,1.76776695,5;7;3;6;5;4;4;6,3;3;4;2;6;6;4;1,3,4
03_DR-100_0071_9_sentence_3,../muse_features/muse_audio_features\03_DR-100_0071_9_sentence_3.npy,../muse_features/muse_lexical_features\03_DR-100_0071_9.npy,6.125,1.64208056,3.875,1.80772153,6;4;8;7;7;8;4;5,4;4;2;3;7;2;6;3,5.375,1.92260983,3.25,1.58113883,4;8;3;6;6;4;4;8,4;3;2;2;4;6;4;1,3,4
03_DR-100_0071_9_sentence_4,../muse_features/muse_audio_features\03_DR-100_0071_9_sentence_4.npy,../muse_features/muse_lexical_features\03_DR-100_0071_9.npy,5.625,2.06587927,3.375,2.13390989,6;3;7;6;6;7;2;8,3;4;2;2;2;7;6;1,5.875,1.55264751,3.25,1.66904592,5;8;6;6;6;4;4;8,3;3;2;2;5;6;4;1,3,4
03_DR-100_0071_9_sentence_5,../muse_features/muse_audio_features\03_DR-100_0071_9_sentence_5.npy,../muse_features/muse_lexical_features\03_DR-100_0071_9.npy,5.5,1.77281052,4.125,1.95940953,7;6;6;7;4;7;2;5,2;3;4;3;4;8;6;3,5.75,1.83225076,3,1.60356745,4;7;5;7;6;4;4;9,3;2;2;2;4;6;4;1,3,4
03_DR-100_0071_9_sentence_6,../muse_features/muse_audio_features\03_DR-100_0071_9_sentence_6.npy,../muse_features/muse_lexical_features\03_DR-100_0071_9.npy,5.5,2,3.875,2.0310096,2;7;7;7;3;5;7;6,3;7;3;4;6;5;1;2,5.25,1.48804762,3.75,1.38873015,3;7;5;6;6;4;4;7,4;4;2;3;5;6;4;2,3,4
